,device,source,ab_version,value,value_before
725,Desktop,Source2,control,340.7464546681008,334.0550987289389
726,Desktop,Source2,control,334.58555074477107,331.956489520022
727,Desktop,Source2,control,353.1762373564024,357.1214401729887
728,Desktop,Source2,control,336.6253290000984,344.4493099268619
729,Desktop,Source2,control,349.4023982377019,332.7631118845563
730,Desktop,Source2,control,317.0321855498143,327.31602890012545
731,Desktop,Source2,control,303.1213045750403,304.2816544235776
732,Desktop,Source2,control,418.83245835168213,415.06046599862947
733,Desktop,Source2,control,412.8074246732507,403.70445956627
734,Desktop,Source2,control,313.5769924475235,333.12907827716407
735,Desktop,Source2,control,332.67338059617674,325.8837025544654
736,Desktop,Source2,control,333.27006373882705,332.6797895930437
737,Desktop,Source2,control,411.7687973839012,407.86690362077906
738,Desktop,Source2,control,365.50874950177484,365.23547244716315
739,Desktop,Source2,control,461.5640939594291,460.5470180256587
740,Desktop,Source2,control,308.90687483941673,311.3416595842635
741,Desktop,Source2,control,275.45100484073765,271.128711243163
742,Desktop,Source2,control,261.6559034734139,261.9651599923297
743,Desktop,Source2,control,322.97169223233453,323.48356280513025
744,Desktop,Source2,control,354.3352399331914,355.19822697445755
745,Desktop,Source2,control,314.4637492811005,322.87463578312895
746,Desktop,Source2,control,390.8662352648374,394.362726828611
747,Desktop,Source2,control,342.11244388164295,329.70319424555817
748,Desktop,Source2,control,426.3153367019494,427.6112261431107
749,Desktop,Source2,control,316.9881944493865,311.3021808018883
750,Desktop,Source2,control,300.6256601619742,305.0348325948849
751,Desktop,Source2,control,303.07647500068214,322.86098662092303
752,Desktop,Source2,control,306.81226221652724,330.2658905189667
753,Desktop,Source2,control,324.2373682521216,310.03486655981044
754,Desktop,Source2,control,385.99192999492067,376.71762329066524
755,Desktop,Source2,control,382.4861405243211,368.19646210103105
756,Desktop,Source2,control,267.8977879170721,263.1200916788434
757,Desktop,Source2,control,411.4661984288607,403.8230383362539
758,Desktop,Source2,control,281.42986847203224,284.94441428348864
759,Desktop,Source2,control,358.459187334137,351.3821873005233
760,Desktop,Source2,control,342.7498506143218,355.4033443087144
761,Desktop,Source2,control,318.44975859982395,333.80143014514863
762,Desktop,Source2,control,419.67768721934874,428.30105750315533
763,Desktop,Source2,control,341.06916430292887,339.42029253552136
764,Desktop,Source2,control,223.54977948376867,225.57551000978057
765,Desktop,Source2,control,312.1528770535955,306.7616037539428
766,Desktop,Source2,control,414.47126902609295,420.9773558469234
767,Desktop,Source2,control,397.926560521192,382.85775975940953
768,Desktop,Source2,control,433.5133333280733,427.2540367441419
769,Desktop,Source2,control,263.56264462013127,272.52538840801236
770,Desktop,Source2,control,418.72347500014575,422.3221115862306
771,Desktop,Source2,control,417.5119436652161,422.33956658898245
772,Desktop,Source2,control,268.12995005357976,272.1565576945529
773,Desktop,Source2,control,318.24679562727175,313.4532021812517
774,Desktop,Source2,control,400.5620201432571,405.4333176721481
775,Desktop,Source2,control,371.2133192485057,355.0792566043574
776,Desktop,Source2,control,307.0226379113702,306.6362671461682
777,Desktop,Source2,control,349.5709936911939,352.13762977024186
778,Desktop,Source2,control,437.5899315303286,436.8239933227754
779,Desktop,Source2,control,402.43430814898375,408.5223471521448
780,Desktop,Source2,control,249.14100412303435,263.1124775416466
781,Desktop,Source2,control,258.2574532545874,255.56907776327998
782,Desktop,Source2,control,296.0547764942487,296.43177613666916
783,Desktop,Source2,control,492.9971279128926,475.299394621503
784,Desktop,Source2,control,418.72670674449216,425.5294884634814
785,Desktop,Source2,control,362.06517473860083,356.1727277790743
786,Desktop,Source2,control,297.9625475475847,282.29515679402755
787,Desktop,Source2,control,430.3898751179664,412.971796764596
788,Desktop,Source2,control,371.2935173520367,368.456687779563
789,Desktop,Source2,control,289.2215203881591,280.2521916385772
790,Desktop,Source2,control,301.58239857765767,304.49628002671136
791,Desktop,Source2,control,414.09807763769106,403.97202199175916
792,Desktop,Source2,control,276.59641207084917,263.84198847633013
793,Desktop,Source2,control,280.4709898526938,275.0153018040356
794,Desktop,Source2,control,258.5811363635467,267.4377481149782
795,Desktop,Source2,control,251.90179345802218,261.78588820741237
796,Desktop,Source2,control,379.0871183731117,377.98815987484187
797,Desktop,Source2,control,235.5030879304908,248.96614710335524
798,Desktop,Source2,control,408.3854888241171,406.8858701356924
799,Mobile,Source3,control,242.1216196766661,259.18122437992025
800,Mobile,Source3,control,318.49930478443974,329.8094004618811
801,Mobile,Source3,control,470.7808806471784,484.94770654668724
802,Mobile,Source3,control,354.0982569200418,363.17518039987164
803,Mobile,Source3,control,283.97985964038907,275.3860996543962
804,Mobile,Source3,control,361.78035129303805,366.6879066182995
805,Mobile,Source3,control,272.44338863325936,265.03384102555987
806,Mobile,Source3,control,310.9442269792568,307.58455121269645
807,Mobile,Source3,control,228.90006147544491,229.78640324427562
808,Mobile,Source3,control,293.2157311096669,287.7063930710573
809,Mobile,Source3,control,240.27578631334174,249.6540377241323
810,Mobile,Source3,control,378.3215068001235,375.3620546211308
811,Mobile,Source3,control,295.94885164853906,303.6325245985132
812,Mobile,Source3,control,232.174369342348,226.80330703346965
813,Mobile,Source3,control,347.8793235396011,353.4202483368941
814,Mobile,Source3,control,239.42731239026875,251.99614927402496
815,Mobile,Source3,control,251.43214238173493,251.98439864566646
816,Mobile,Source3,control,300.3361811641398,294.7145866638515
817,Mobile,Source3,control,247.59016997936973,254.3319737117463
818,Mobile,Source3,control,242.45593668832592,252.67297957749508
819,Mobile,Source3,control,413.1857991576825,412.6399412118937
820,Mobile,Source3,control,291.25148530377544,290.82346053519444
821,Mobile,Source3,control,446.85492734252887,454.15193264675014
822,Mobile,Source3,control,293.5327761827809,306.2620122788218
823,Mobile,Source3,control,353.0103094949157,342.3262864329117
824,Mobile,Source3,control,349.46652304006517,334.4510301770829
825,Mobile,Source3,control,346.1132483217691,346.5428411021658
826,Mobile,Source3,control,364.8837566856481,365.27003784219676
827,Mobile,Source3,control,325.45450504553276,315.3386274707234
828,Mobile,Source3,control,426.25376704751136,422.01023609342593
829,Mobile,Source3,control,372.4535454095465,373.14833827196315
830,Mobile,Source3,control,323.83861413824854,302.66262967194496
831,Mobile,Source3,control,369.9527492420187,371.09300893963325
832,Mobile,Source3,control,243.8581033610893,263.5739355649824
833,Mobile,Source3,control,284.27417876479774,279.4547663607139
834,Mobile,Source3,control,238.8433705370862,243.14757200825892
835,Mobile,Source3,control,230.56902389199428,243.94804633970443
836,Mobile,Source3,control,248.8744483201595,266.2106365642399
837,Mobile,Source3,control,328.3430760026098,313.30528113845253
838,Mobile,Source3,control,357.70600905277786,358.06626974680023
839,Mobile,Source3,control,377.91203875695516,370.2374688527048
840,Mobile,Source3,control,241.24573582954832,222.21688489418597
841,Mobile,Source3,control,298.27172745879153,298.2132948387752
842,Mobile,Source3,control,238.2616280263301,221.22157030918817
843,Mobile,Source3,control,296.6474715106211,304.61277109270276
844,Mobile,Source3,control,291.30959864524453,304.3352357701458
845,Mobile,Source3,control,372.1938496601439,362.41796982864685
846,Mobile,Source3,control,256.99681638007985,253.07108722890362
847,Mobile,Source3,control,341.07753503398465,340.56790248458515
848,Mobile,Source3,control,457.98777794660043,445.7973442390816
849,Mobile,Source3,control,290.38743082907166,298.3522300101744
850,Mobile,Source3,control,347.34702871363106,343.5453342507339
851,Mobile,Source3,control,399.1072063795845,394.1063167284768
852,Mobile,Source3,control,381.26064617590674,370.05490248591906
853,Mobile,Source3,control,417.0270207586889,409.4486686760193
854,Mobile,Source3,control,270.1139307381308,266.0640224318093
855,Mobile,Source3,control,288.87657446541675,305.24872321990927
856,Mobile,Source3,control,291.7490106165199,304.7891808156969
857,Mobile,Source3,control,330.5982244526443,315.96323130951225
858,Mobile,Source3,control,329.68853144284134,342.6097583102725
859,Mobile,Source3,control,377.52628958090935,366.7015391495556
860,Mobile,Source3,control,250.90090381992522,241.2604027819486
861,Mobile,Source3,control,312.5337426235152,321.7279772038399
862,Mobile,Source3,control,329.63321993762185,336.15361812421474
863,Mobile,Source3,control,314.5415022738651,313.6573903883736
864,Mobile,Source3,control,330.61707538091713,340.02595182091244
865,Mobile,Source3,control,320.2803467834681,326.41314202864277
866,Mobile,Source3,control,321.46940482198863,319.6442350079276
867,Mobile,Source3,control,317.27911736371425,314.0512512294556
868,Mobile,Source3,control,246.10626768226157,248.4920411028097
869,Mobile,Source3,control,275.2036797059731,269.7970502897152
870,Mobile,Source3,control,323.12571454441485,328.66317216607894
871,Mobile,Source3,control,380.59962733042477,376.7301667469983
872,Mobile,Source3,control,360.6633850632831,363.07496834733274
873,Mobile,Source3,control,385.5230311432363,394.9894215895262
874,Mobile,Source3,control,242.7398026938661,237.59935946258014
875,Mobile,Source3,control,317.9429253429504,321.5658163490329
876,Mobile,Source3,control,335.85492574426075,336.7793619794415
877,Mobile,Source3,control,318.278946540598,329.77314904779064
878,Mobile,Source3,control,310.1257535822974,300.54893950413276
879,Mobile,Source3,control,391.64288131901867,389.68812813674907
880,Mobile,Source3,control,280.8492828109558,263.21291411903564
881,Mobile,Source3,control,553.3691408299488,555.7855346707069
882,Mobile,Source3,control,452.48494661447523,461.7305476967079
883,Mobile,Source3,control,291.6016218411493,307.8378800372308
884,Mobile,Source3,control,287.86520629420977,294.2253597887227
885,Mobile,Source3,control,327.3092086834388,319.27988062425845
886,Mobile,Source3,control,389.5779469065052,379.34261400400305
887,Mobile,Source3,control,323.6180439654353,325.07565025813983
888,Mobile,Source3,control,234.2816647189957,239.9780741961901
889,Mobile,Source3,control,275.3964222606087,268.01318078971354
890,Mobile,Source3,control,385.80426327377484,396.18877290874286
891,Mobile,Source3,control,273.7906025399641,272.0377556162122
892,Mobile,Source3,control,353.7348753237035,347.9816042679961
893,Mobile,Source3,control,272.1863648558304,274.27662988080726
894,Mobile,Source3,control,315.7977517710541,303.0844293809818
895,Mobile,Source3,control,357.29507610794445,342.3054118793314
896,Mobile,Source3,control,262.30943944923604,268.1674297842898
897,Mobile,Source3,control,395.41676606097025,406.6988912576789
898,Mobile,Source3,control,356.60327172424894,350.6503864040539
899,Mobile,Source3,control,339.23668403772956,320.9563238351098
900,Mobile,Source3,control,314.37219602546605,324.2801413648463
901,Mobile,Source3,control,330.99447155820843,319.4915166107381
902,Mobile,Source3,control,361.22493346339166,332.02385654635384
903,Mobile,Source3,control,361.93408375319075,366.4761123496243
904,Mobile,Source3,control,397.95902388001673,399.3187136450568
905,Mobile,Source3,control,323.3685616792227,325.79314288763
906,Mobile,Source3,control,307.8919322184756,311.2431035397703
907,Mobile,Source3,control,350.8626599937862,354.7089497089532
908,Mobile,Source3,control,257.62444921339863,270.44950007221
909,Mobile,Source3,control,302.3051829472314,295.4300834404294
910,Mobile,Source3,control,308.6403042522915,288.31667040356564
911,Mobile,Source3,control,300.01563878791865,290.4129202968237
912,Mobile,Source3,control,254.69921068494543,259.5458890329654
913,Mobile,Source3,control,260.8174648658448,263.49551261777464
914,Mobile,Source3,control,340.8290240651526,342.26546724333065
915,Mobile,Source3,control,371.3309602299422,360.0132500217698
916,Mobile,Source3,control,365.56728729567186,367.8494913481797
917,Mobile,Source3,control,382.79959918392507,371.3593323474216
918,Mobile,Source3,control,351.2384246900088,344.0535038772444
919,Mobile,Source3,control,301.47585064766446,314.3878822598912
920,Mobile,Source3,control,306.0394830925742,308.69982055222175
921,Mobile,Source3,control,304.4090354789319,305.39733436674396
922,Mobile,Source3,control,336.54768754261215,349.52467705197193
923,Mobile,Source3,control,280.03145021922677,278.2214599439516
924,Mobile,Source3,control,190.17895121712175,206.2932000562185
925,Mobile,Source3,control,292.5146840128331,295.92436022407287
926,Mobile,Source3,control,322.931048173092,323.50767672219814
927,Mobile,Source3,control,242.43865833449763,226.30855981588874
928,Mobile,Source3,control,279.91711949486006,289.91059134991696
929,Mobile,Source3,control,339.84341551829203,342.7050976332394
930,Mobile,Source3,control,320.4359890860268,306.6835412073526
931,Mobile,Source3,control,342.38545518258974,332.9512792748946
932,Mobile,Source3,control,287.51808346858,280.69320466891
933,Mobile,Source3,control,248.52289376407418,239.035645528283
934,Mobile,Source3,control,456.19385037147737,461.5908377606084
935,Mobile,Source3,control,352.7886622992662,343.1945214103671
936,Mobile,Source3,control,363.9194808407117,350.1110448904364
937,Mobile,Source3,control,292.9532858620885,300.4582410065162
938,Mobile,Source3,control,286.12190288327764,284.00691830630484
939,Mobile,Source3,control,277.9669536692346,283.81320216828675
940,Mobile,Source3,control,258.76628221233295,251.96718977415222
941,Mobile,Source3,control,333.45091552493415,344.021781111108
942,Mobile,Source3,control,391.83508744148867,392.76563260290095
943,Desktop,Source3,control,393.45587251392766,408.7081530215486
944,Desktop,Source3,control,325.071327394875,328.0166890120439
945,Desktop,Source3,control,249.15505523924398,255.93535430774574
946,Desktop,Source3,control,388.9947874820588,382.02207847052784
947,Desktop,Source3,control,347.0074168060467,337.6284595939352
948,Desktop,Source3,control,379.553346093332,387.906313940329
949,Desktop,Source3,control,353.88401300903934,347.4490805032772
950,Desktop,Source3,control,318.0799485117815,319.58655580261984
951,Desktop,Source3,control,275.66098606262193,259.84851670562074
952,Desktop,Source3,control,218.58583354311497,225.67496870228953
953,Desktop,Source3,control,294.92727010629443,290.6779363096944
954,Desktop,Source3,control,330.87587658388856,329.38911651554145
955,Desktop,Source3,control,291.36786238086074,290.5335255578699
956,Desktop,Source3,control,347.6304092803622,359.6906475901017
957,Desktop,Source3,control,296.764997893247,301.71158705230505
958,Desktop,Source3,control,321.57936089994485,301.4982129717456
959,Desktop,Source3,control,286.37214247988277,292.0295969070215
960,Desktop,Source3,control,410.8036806272956,407.8834650582082
961,Desktop,Source3,control,252.68700443234684,242.33603148055735
962,Desktop,Source3,control,415.2712952329798,395.97101885187146
963,Desktop,Source3,control,320.59587694924033,345.0188240296547
964,Desktop,Source3,control,368.7234353189747,352.641844749321
965,Desktop,Source3,control,386.35581677679545,380.43933275666575
966,Desktop,Source3,control,301.50980921330915,311.3639736666149
967,Desktop,Source3,control,310.7079700150064,281.1741222943178
968,Desktop,Source3,control,402.3517887353816,398.4890611239425
969,Desktop,Source3,control,492.9881432377539,508.6057556751383
970,Desktop,Source3,control,340.9833684421876,320.3578028468814
971,Desktop,Source3,control,340.7788195261499,347.55677388653163
972,Desktop,Source3,control,349.46142511788895,353.0583936977256
973,Desktop,Source3,control,291.2873255955006,295.04985550873164
974,Desktop,Source3,control,363.23657873656106,359.5379379528024
975,Desktop,Source3,control,342.53223983728975,346.01821337614155
976,Desktop,Source3,control,288.3285488533746,291.5611252398345
977,Desktop,Source3,control,410.50556162571485,394.77944401531465
978,Desktop,Source3,control,399.00587902974064,396.9737774036289
979,Desktop,Source3,control,243.46458545106543,234.86728421337304
980,Desktop,Source3,control,333.98774454518076,337.12611874698814
981,Desktop,Source3,control,295.9445121517325,295.8543231544455
982,Desktop,Source3,control,376.8057627934889,367.5474877745614
983,Desktop,Source3,control,388.9321829730464,379.9202881620627
984,Desktop,Source3,control,348.23209739498526,351.80056123972605
985,Desktop,Source3,control,377.3670304552845,373.5162607840284
986,Desktop,Source3,control,374.7922021738588,358.90216241643395
987,Desktop,Source3,control,324.01801605497224,324.4202047482606
988,Desktop,Source3,control,296.3372533939388,295.2995737269375
989,Desktop,Source3,control,480.7901728792158,470.5965059151604
990,Desktop,Source3,control,373.45603797249754,380.06639063794773
991,Desktop,Source3,control,309.86458411080207,312.76407103912857
992,Desktop,Source3,control,257.2584436709698,264.1731067488935
993,Desktop,Source3,control,285.9125310515003,291.3803475431147
994,Desktop,Source3,control,305.0542251208838,322.80822588058095
995,Desktop,Source3,control,257.9813951496665,264.39294359974235
996,Desktop,Source3,control,309.75080657831603,313.72131654688167
997,Desktop,Source3,control,288.9652730401421,301.29848912251606
998,Desktop,Source3,control,385.59133957705507,379.6700308973775
999,Desktop,Source3,control,336.1280196913131,321.08849600127945
1000,Desktop,Source3,control,321.1992161753795,329.3820998189484
1001,Desktop,Source3,control,271.0743547205647,274.8669022116827
1002,Desktop,Source3,control,318.9611602728936,298.0171351753872
1003,Desktop,Source3,control,364.79476283298015,378.55691183405736
1004,Desktop,Source3,control,332.3595142366279,336.0585036158227
1005,Desktop,Source3,control,289.30514833638335,298.9976363637596
1006,Desktop,Source3,control,331.6489078791486,315.54282178606036
1007,Desktop,Source3,control,386.03630981026396,386.29659543196726
1008,Desktop,Source3,control,318.5903718724377,309.2037927257778
1009,Desktop,Source3,control,381.2207109764478,376.42060476341635
1010,Desktop,Source3,control,352.3321887437652,345.62091053702386
1011,Desktop,Source3,control,334.78868386615017,333.5441749704518
1012,Desktop,Source3,control,264.9560791359776,272.57799376904126
1013,Desktop,Source3,control,301.54294275264044,307.0368695967233
1014,Desktop,Source3,control,382.54574712756255,386.12042964239004
1015,Desktop,Source3,control,298.750717331696,292.20928076619083
1016,Desktop,Source3,control,343.5376371631356,340.6142295889097
1017,Desktop,Source3,control,364.9590570033021,373.2429574176774
1018,Desktop,Source3,control,316.92622856021967,322.7901234593108
1019,Desktop,Source3,control,291.83578213610804,296.49428934409457
1020,Desktop,Source3,control,285.256541672422,287.5614165817638
1021,Desktop,Source3,control,396.803168784838,395.9748999161252
1022,Desktop,Source3,control,290.8844731828214,289.112218868792
1023,Desktop,Source3,control,354.3046948871106,345.5885340635089
1024,Desktop,Source3,control,358.24160179143473,347.5852190512858
1025,Desktop,Source3,control,263.63314380216764,265.4305803537473
1026,Desktop,Source3,control,388.95614369064,397.8400814787011
1027,Desktop,Source3,control,382.89217269284364,388.18566922880706
1028,Desktop,Source3,control,337.92837687752643,333.4609340075253
1029,Desktop,Source3,control,274.5427508222682,291.5926071434395
1030,Desktop,Source3,control,222.22578684559718,226.28665758846984
1031,Desktop,Source3,control,306.14991267870016,289.34861931790437
1032,Desktop,Source3,control,364.27250332634094,371.513729831663
1033,Desktop,Source3,control,210.87315819250193,207.95700281483388
1034,Desktop,Source3,control,362.71269809708366,366.88616603923936
1035,Desktop,Source3,control,267.6927260720315,259.3543817248043
1036,Desktop,Source3,control,303.0557504199807,320.15274024003395
1037,Desktop,Source3,control,417.01310675474696,422.7479474525176
1038,Desktop,Source3,control,338.4554845856844,332.3595049519102
1039,Desktop,Source3,control,328.84135671206724,331.57348631341966
1040,Desktop,Source3,control,308.60037815159205,301.7392728080482
1041,Desktop,Source3,control,429.7249690584141,423.908698652201
1042,Desktop,Source3,control,318.32721086976835,330.33866272043093
1043,Desktop,Source3,control,271.65886955429744,264.0324187609394
1044,Desktop,Source3,control,307.45369965618664,293.2359695721668
1045,Desktop,Source3,control,268.23433166794354,274.3185647010676
1046,Desktop,Source3,control,379.12539062526844,362.0958112800663
1047,Desktop,Source3,control,312.14463714320914,301.242203647276
1048,Desktop,Source3,control,240.8525988394582,239.93586610653028
1049,Desktop,Source3,control,267.9510878973921,271.0644353380611
1050,Desktop,Source3,control,290.01087763860096,294.7883967641225
1051,Desktop,Source3,control,271.2304301634529,258.16031631706386
1052,Desktop,Source3,control,334.37080243623586,332.5805370571504
1053,Desktop,Source3,control,290.98527881044157,293.3471812373279
1054,Desktop,Source3,control,292.14962928749225,298.02226802489395
1055,Desktop,Source3,control,385.4786808847947,378.92046939086333
1056,Desktop,Source3,control,373.28570359157027,368.5509154128652
1057,Desktop,Source3,control,329.5117096187436,323.1253067872627
1058,Desktop,Source3,control,302.27896530695176,298.8871322741734
1059,Desktop,Source3,control,311.25532718798223,315.4853985179986
1060,Desktop,Source3,control,341.7073492295076,353.1907041929531
1061,Desktop,Source3,control,264.21590439755994,260.4825024277394
1062,Desktop,Source3,control,378.7229792654329,369.99221791502356
1063,Desktop,Source3,control,365.552082589144,357.36771276838374
1064,Desktop,Source3,control,253.75019205452207,245.45969197677266
1065,Desktop,Source3,control,230.847396238065,235.4015734483907
1066,Desktop,Source3,control,286.78406553606044,287.7145571083292
1067,Desktop,Source3,control,292.3272934675578,291.15030786917157
1068,Desktop,Source3,control,241.659226394237,243.00684295531084
1069,Desktop,Source3,control,450.22182422153526,445.5617947357607
1070,Desktop,Source3,control,419.27940469694363,441.94500175190944
1071,Desktop,Source3,control,311.94543618571834,320.57059997591625
1072,Desktop,Source3,control,359.9171934555713,354.4270033760841
1073,Desktop,Source3,control,306.8060459842731,305.30210298794236
1074,Desktop,Source3,control,377.27831099825937,384.41356294301613
1075,Desktop,Source3,control,313.0895128460194,304.7421383709427
1076,Desktop,Source3,control,337.91489030449577,345.70191083740013
1077,Desktop,Source3,control,273.2356749499395,285.678701436914
1078,Desktop,Source3,control,370.7403399916261,372.084017497005
1079,Desktop,Source3,control,333.3861532745621,344.5495483345244
1080,Desktop,Source3,control,291.2822087761137,282.18708160045315
1081,Desktop,Source3,control,216.82606869172994,215.36100438685068
1082,Desktop,Source3,control,295.4069747174165,303.7410188818425
1083,Desktop,Source3,control,270.8616988402725,264.2732425600225
1084,Desktop,Source3,control,382.85973528521373,378.1188886081292
1085,Desktop,Source3,control,247.95198616423636,258.34589549642817
1086,Desktop,Source3,control,352.51204367890597,357.87023624919595
1087,Desktop,Source3,control,219.25440396592194,240.3473778642122
1088,Desktop,Source3,control,248.803572424871,258.2244615554509
1089,Desktop,Source3,control,280.88671702462847,286.57904151990044
1090,Desktop,Source3,control,314.63267018980684,312.8011431873675
1091,Desktop,Source3,control,462.4353284692093,444.94274287793934
1092,Desktop,Source3,control,313.58507472323123,312.73101171163125
1093,Desktop,Source3,control,309.5184784422618,312.66146855692574
1094,Desktop,Source3,control,377.1183741719312,368.19381626566565
1095,Desktop,Source3,control,300.25241244159133,307.0693780422723
1096,Desktop,Source3,control,345.69001485202836,340.8008789211085
1097,Desktop,Source3,control,306.42825133479965,316.3218668864977
1098,Desktop,Source3,control,408.9020214839119,403.4328950133754
1099,Desktop,Source3,control,302.34045180641925,299.0858629134867
1100,Desktop,Source3,control,341.1338391579233,343.9111877154419
1101,Desktop,Source3,control,303.3745542452985,309.1193190108877
1102,Desktop,Source3,control,432.9034665970001,435.05145151525096
1103,Desktop,Source3,control,332.550679486145,336.8985138986719
1104,Desktop,Source3,control,259.17926826760504,268.5087326836706
1105,Desktop,Source3,control,343.3790626072891,340.3384395325964
1106,Desktop,Source3,control,288.9873861611536,309.37157734787434
1107,Desktop,Source3,control,369.3039364924255,372.03070084426474
1108,Desktop,Source3,control,364.9094328245908,361.46572495320606
1109,Desktop,Source3,control,324.0188115949075,306.0332442768726
1110,Desktop,Source3,control,271.26000199249944,292.62341423510816
1111,Desktop,Source3,control,344.5534814156161,331.19062563974984
1112,Desktop,Source3,control,342.5804020776088,331.6531299656063
1113,Desktop,Source3,control,379.43793858877945,385.2537643753352
1114,Desktop,Source3,control,343.28906375946406,342.10474189776704
1115,Desktop,Source3,control,361.7929596014531,366.8999475304829
1116,Desktop,Source3,control,348.58600006997574,364.2860546836218
1117,Desktop,Source3,control,353.46106821191313,364.55440369738267
1118,Desktop,Source3,control,355.0405200238254,357.4735029274496
1119,Desktop,Source3,control,263.69428497654974,261.72324718031325
1120,Desktop,Source3,control,262.75339770361575,274.5669493524125
1121,Desktop,Source3,control,387.30252252728235,387.2912745384962
1122,Desktop,Source3,control,337.6000268548279,325.4723153996922
1123,Desktop,Source3,control,200.68452815470707,214.31757043795827
1124,Desktop,Source3,control,295.5807569451759,306.56706655978445
1125,Desktop,Source3,control,293.95058912353124,304.3221510803031
1126,Desktop,Source3,control,350.03281481385744,350.72417232852166
1127,Desktop,Source3,control,400.136656503297,399.8712086865636
1128,Desktop,Source3,control,336.29042106018795,335.8653374443801
1129,Desktop,Source3,control,283.19529941620914,292.1514805317171
1130,Desktop,Source3,control,332.4749046998686,348.00444978343995
1131,Desktop,Source3,control,281.77381344216315,291.4018138923017
1132,Desktop,Source3,control,353.6648777789541,349.64565708387363
1133,Desktop,Source3,control,397.2107667650955,412.69031683280366
1134,Desktop,Source3,control,328.6954742122252,332.0555894617573
1135,Desktop,Source3,control,298.62830571094884,301.241982485513
1136,Desktop,Source3,control,368.24671718354944,353.24196264144626
1137,Desktop,Source3,control,351.1704341333635,338.34055444906187
1138,Desktop,Source3,control,273.75006623439634,281.9070290364005
1139,Desktop,Source3,control,413.71732629297884,396.49841108039993
1140,Desktop,Source3,control,257.35013785982744,260.31119450661583
1141,Desktop,Source3,control,308.74094471623437,315.20344181365044
1142,Desktop,Source3,control,235.61255079433658,243.8226897071405
1143,Desktop,Source3,control,283.325998462888,282.64402311488965
1144,Desktop,Source3,control,317.85850671110956,317.0607180292942
1145,Desktop,Source3,control,322.09860240581787,328.52863646022905
1146,Desktop,Source3,control,382.86246363378166,381.13254706352797
1147,Desktop,Source3,control,272.38487094945333,265.54256905294477
1148,Desktop,Source3,control,312.8395817887477,320.67741778621297
1149,Desktop,Source3,control,387.70517886452404,385.12958712812406
1150,Desktop,Source3,control,264.09644890114294,252.31387901461284
1151,Desktop,Source3,control,274.70675123229285,264.0993366829185
1152,Desktop,Source3,control,344.2583141487663,349.0551017629678
1153,Desktop,Source3,control,280.84438301389,289.6096731921698
1154,Desktop,Source3,control,309.6401957924006,321.0340927718542
1155,Desktop,Source3,control,257.36361631026426,268.4888281916515
1156,Desktop,Source3,control,391.89588913306045,398.50345269792615
1157,Desktop,Source3,control,264.5403918306748,275.3343894495691
1158,Desktop,Source3,control,342.6686191282402,355.5217132506339
1159,Desktop,Source3,control,383.2880636018865,368.61886585550417
1160,Desktop,Source3,control,293.3487784536068,287.3538134170093
1161,Desktop,Source3,control,301.27451943070827,288.73408521752305
1162,Desktop,Source3,control,348.63617672018967,347.626372088013
1163,Desktop,Source3,control,297.27707784680746,308.15232558615446
1164,Desktop,Source3,control,261.412324316888,259.0580005724814
1165,Desktop,Source3,control,238.03864325219115,242.96660657541477
1166,Desktop,Source3,control,494.16578184268093,504.08250428768827
1167,Desktop,Source3,control,347.99325782125055,356.5489485286735
1168,Desktop,Source3,control,331.8530743102781,322.96306130487665
1169,Desktop,Source3,control,351.4630761536695,358.5958538422608
1170,Desktop,Source3,control,250.68792742764379,263.73508456186255
1171,Desktop,Source3,control,345.68475842608547,353.8886612388276
1172,Desktop,Source3,control,358.17272855588686,347.27457702172535
1173,Desktop,Source3,control,279.72386594356414,267.78252998781215
1174,Desktop,Source3,control,330.7571188014574,328.1566694141368
1175,Desktop,Source3,control,342.3447286116976,354.7569752533492
1176,Desktop,Source3,control,352.0551905028938,338.766884744551
1177,Desktop,Source3,control,331.1431545327232,350.9658169960258
1178,Desktop,Source3,control,329.556185976132,328.13404499896757
1179,Desktop,Source3,control,290.6706957689385,292.66012973919317
1180,Desktop,Source3,control,517.7469699305937,504.4581961121389
1181,Desktop,Source3,control,305.8737671070962,318.4547387800672
1182,Desktop,Source3,control,447.09946015583057,436.8381350695808
1183,Desktop,Source3,control,333.83699046853684,345.44547661810986
1184,Desktop,Source3,control,373.59096522495383,365.02800473836345
1185,Desktop,Source3,control,336.5227674640476,335.4981041357876
1186,Desktop,Source3,control,418.6316213845305,420.9820466078856
1187,Desktop,Source3,control,261.0152402734146,288.1875889578075
1188,Desktop,Source3,control,296.56636727902605,302.65429471272955
1189,Desktop,Source3,control,374.10358159771476,376.4522148781256
1190,Desktop,Source3,control,373.5182476730538,380.40720832344397
1191,Desktop,Source3,control,249.39577718228816,260.1055376117541
1192,Desktop,Source3,control,332.97254605580525,344.7309255734593
1193,Desktop,Source3,control,339.87036442351234,327.2399498053835
1194,Desktop,Source3,control,334.08345830202444,353.6677574390999
1195,Desktop,Source3,control,314.7102927676562,307.2059190287192
1196,Desktop,Source3,control,324.7860036317556,327.1795902631629
1197,Desktop,Source3,control,312.64099080841635,310.7340787356123
1198,Desktop,Source3,control,303.803743281717,302.16568281389476
1199,Desktop,Source3,control,342.28115745735715,345.7544993374862
1200,Desktop,Source3,control,395.64463534535605,388.0570858729854
